original_web_scraper_order,original_web_scraper_start_url,original_item_link_text,original_item_link_href,source_product_code,base_product_name,base_product_description_original,base_product_main_image_url_original,calculated_base_product_price,option_name,option_price,option_specific_image_url,synthesized_option_description,original_ingredients_json,analyzed_ingredients_with_allergen_guess_json
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryClass of 2025 Chocolate Covered Strawberries & Flowers Gift SetTwo Sizes Starting At$99.99,https://www.ediblearrangements.com/fruit-gifts/class-of-2025-chocolate-covered-strawberries-flowers-gift-set?ArrangementGroupID=667,9144,Class of 2025 Chocolate Covered Strawberries & Flowers Gift Set,"With chocolate-covered strawberries and a bouquet that smells like freedom, send your graduate into the real world. It's a beautiful way to say ""Cheers, Class of 2025!"" Available with or without a vase.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9144_6981_Class_of_2025_Chocolate_Covered_Strawberries_and_Flowers_Gift_Set_vase_MAY.webp,99.99,Single with Clear Vase,114.98,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9144_6981_Class_of_2025_Chocolate_Covered_Strawberries_and_Flowers_Gift_Set_vase_MAY.webp,"With chocolate-covered strawberries and a bouquet that smells like freedom, send your graduate into the real world. It's a beautiful way to say ""Cheers, Class of 2025!"" Available with or without a vase. This is the 'Single with Clear Vase' option.","[{""item_ingredients"":""Strawberries Dipped in Semisweet Chocolate with Red Swizzle""},{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter C""},{""item_ingredients"":""White Chocolate Molded Letter F""},{""item_ingredients"":""White Chocolate Molded Letter L""},{""item_ingredients"":""White Chocolate Molded Letter O""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Number 2""},{""item_ingredients"":""White Chocolate Molded Number 0""},{""item_ingredients"":""White Chocolate Molded Number 4""}]","[{""name"": ""Strawberries Dipped in Semisweet Chocolate with Red Swizzle"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter A"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter C"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter F"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter L"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter O"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter S"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 2"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 0"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 4"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryClass of 2025 Chocolate Covered Strawberries & Flowers Gift SetTwo Sizes Starting At$99.99,https://www.ediblearrangements.com/fruit-gifts/class-of-2025-chocolate-covered-strawberries-flowers-gift-set?ArrangementGroupID=667,9144,Class of 2025 Chocolate Covered Strawberries & Flowers Gift Set,"With chocolate-covered strawberries and a bouquet that smells like freedom, send your graduate into the real world. It's a beautiful way to say ""Cheers, Class of 2025!"" Available with or without a vase.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9144_6981_Class_of_2025_Chocolate_Covered_Strawberries_and_Flowers_Gift_Set_vase_MAY.webp,99.99,Single Bouquet,99.99,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9144_6981_Class_of_2025_Chocolate_Covered_Strawberries_and_Flowers_Gift_Set_angled_MAY.webp,"With chocolate-covered strawberries and a bouquet that smells like freedom, send your graduate into the real world. It's a beautiful way to say ""Cheers, Class of 2025!"" Available with or without a vase. This is the 'Single Bouquet' option.","[{""item_ingredients"":""Strawberries Dipped in Semisweet Chocolate with Red Swizzle""},{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter C""},{""item_ingredients"":""White Chocolate Molded Letter F""},{""item_ingredients"":""White Chocolate Molded Letter L""},{""item_ingredients"":""White Chocolate Molded Letter O""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Number 2""},{""item_ingredients"":""White Chocolate Molded Number 0""},{""item_ingredients"":""White Chocolate Molded Number 4""}]","[{""name"": ""Strawberries Dipped in Semisweet Chocolate with Red Swizzle"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter A"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter C"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter F"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter L"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter O"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter S"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 2"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 0"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 4"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryGraduation Celebration® & Balloon Bouquet Gift SetThree Sizes Starting At$136.97,https://www.ediblearrangements.com/fruit-gifts/graduation-celebration-balloon-bouquet-gift-set-9549?ArrangementGroupID=667,9549,Graduation Celebration® & Balloon Bouquet Gift Set,"Celebrate the grad's mortarboard throw with a gift that will keep their spirits sky high. For a true eat-your-heart-out moment, it comes with a fruit assortment topped with edible numbers. A bouquet of balloons adds more life to the party.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9549_7211_Graduation_Celebration_and_Balloon_Bouquet_Gift_Set_lg.webp,136.97,Large,152.98,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9549_7211_Graduation_Celebration_and_Balloon_Bouquet_Gift_Set_lg.webp,"Celebrate the grad's mortarboard throw with a gift that will keep their spirits sky high. For a true eat-your-heart-out moment, it comes with a fruit assortment topped with edible numbers. A bouquet of balloons adds more life to the party. This is the 'Large' option.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Pineapple Number 2""},{""item_ingredients"":""Pineapple Number 5""},{""item_ingredients"":""Pineapple Zero""}]","[{""name"": ""Honeydew Wedges"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Wedges"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Stars"", ""is_allergen_guess"": false}, {""name"": ""Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Balls"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 2"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 5"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Zero"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryGraduation Celebration® & Balloon Bouquet Gift SetThree Sizes Starting At$136.97,https://www.ediblearrangements.com/fruit-gifts/graduation-celebration-balloon-bouquet-gift-set-9549?ArrangementGroupID=667,9549,Graduation Celebration® & Balloon Bouquet Gift Set,"Celebrate the grad's mortarboard throw with a gift that will keep their spirits sky high. For a true eat-your-heart-out moment, it comes with a fruit assortment topped with edible numbers. A bouquet of balloons adds more life to the party.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9549_7211_Graduation_Celebration_and_Balloon_Bouquet_Gift_Set_lg.webp,136.97,Regular,147.98,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9549_7211_Graduation_Celebration_and_Balloon_Bouquet_Gift_Set_rg.webp,"Celebrate the grad's mortarboard throw with a gift that will keep their spirits sky high. For a true eat-your-heart-out moment, it comes with a fruit assortment topped with edible numbers. A bouquet of balloons adds more life to the party. This is the 'Regular' option.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Pineapple Number 2""},{""item_ingredients"":""Pineapple Number 5""},{""item_ingredients"":""Pineapple Zero""}]","[{""name"": ""Honeydew Wedges"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Wedges"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Stars"", ""is_allergen_guess"": false}, {""name"": ""Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Balls"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 2"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 5"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Zero"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryGraduation Celebration® & Balloon Bouquet Gift SetThree Sizes Starting At$136.97,https://www.ediblearrangements.com/fruit-gifts/graduation-celebration-balloon-bouquet-gift-set-9549?ArrangementGroupID=667,9549,Graduation Celebration® & Balloon Bouquet Gift Set,"Celebrate the grad's mortarboard throw with a gift that will keep their spirits sky high. For a true eat-your-heart-out moment, it comes with a fruit assortment topped with edible numbers. A bouquet of balloons adds more life to the party.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9549_7211_Graduation_Celebration_and_Balloon_Bouquet_Gift_Set_lg.webp,136.97,Small,136.97,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9549_7211_Graduation_Celebration_and_Balloon_Bouquet_Gift_Set_sm.webp,"Celebrate the grad's mortarboard throw with a gift that will keep their spirits sky high. For a true eat-your-heart-out moment, it comes with a fruit assortment topped with edible numbers. A bouquet of balloons adds more life to the party. This is the 'Small' option.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Pineapple Stars""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Pineapple Number 2""},{""item_ingredients"":""Pineapple Number 5""},{""item_ingredients"":""Pineapple Zero""}]","[{""name"": ""Honeydew Wedges"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Wedges"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Stars"", ""is_allergen_guess"": false}, {""name"": ""Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Balls"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 2"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 5"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Zero"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryGraduation Celebration BundleOne Size$89.98,https://www.ediblearrangements.com/fruit-gifts/graduation-celebration-bundle?ArrangementGroupID=667,7054,Graduation Celebration Bundle,"Life moves fast for a grad. Arriving in a burst of sequin sprinkles, this graduation gift is a sweet reminder to pause and celebrate years (and years, and years) of hard work. With a strawberry and pineapple fruit assortment and bouquet of balloons, your hardy congratulations will be seen, heard, and tasted.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/7054_5780_Graduation_Celebration_Bundle.webp,89.98,One Size,89.98,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/7054_5780_Graduation_Celebration_Bundle.webp,"Life moves fast for a grad. Arriving in a burst of sequin sprinkles, this graduation gift is a sweet reminder to pause and celebrate years (and years, and years) of hard work. With a strawberry and pineapple fruit assortment and bouquet of balloons, your hardy congratulations will be seen, heard, and tasted. This is the 'One Size' option.","[{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Pineapple Daisies""},{""item_ingredients"":""Fresh Grapes""},{""item_ingredients"":""Semisweet Chocolate Dipped Apple Wedges""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries with Sprinkles""},{""item_ingredients"":""Pineapple 2 Semi Confetti""},{""item_ingredients"":""Pineapple 0 Semi Confetti""},{""item_ingredients"":""Pineapple 5 Semi Confetti""}]","[{""name"": ""Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Fresh Grapes"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Apple Wedges"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Strawberries with Sprinkles"", ""is_allergen_guess"": false}, {""name"": ""Pineapple 2 Semi Confetti"", ""is_allergen_guess"": false}, {""name"": ""Pineapple 0 Semi Confetti"", ""is_allergen_guess"": false}, {""name"": ""Pineapple 5 Semi Confetti"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Class of 2025 Chocolate Covered StrawberriesOne Size$59.99,https://www.ediblearrangements.com/fruit-gifts/class-of-2025-chocolate-covered-strawberries?ArrangementGroupID=667,9141,Class of 2025 Chocolate Covered Strawberries,"Say it with us: “Congrats, Class of 2025!” Now let the celebration begin. This treat box will start the woot-woots and rah-rah. It’s filled with hand-dipped and swizzled strawberries to show that sweets are always the best reward for big accomplishments.",https://resources.ediblearrangements.com/resources/en-us/i/a/o_newClass_of_2025_Chocolate_Covered_Strawberries_.jpg,59.99,One Size,59.99,https://resources.ediblearrangements.com/resources/en-us/i/a/o_newClass_of_2025_Chocolate_Covered_Strawberries_.jpg,"Say it with us: “Congrats, Class of 2025!” Now let the celebration begin. This treat box will start the woot-woots and rah-rah. It’s filled with hand-dipped and swizzled strawberries to show that sweets are always the best reward for big accomplishments. This is the 'One Size' option.","[{""item_ingredients"":""Strawberries Dipped in Semisweet Chocolate with Red Swizzle""},{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter C""},{""item_ingredients"":""White Chocolate Molded Letter F""},{""item_ingredients"":""White Chocolate Molded Letter L""},{""item_ingredients"":""White Chocolate Molded Letter O""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Number 2""},{""item_ingredients"":""White Chocolate Molded Number 0""},{""item_ingredients"":""White Chocolate Molded Number 4""}]","[{""name"": ""Strawberries Dipped in Semisweet Chocolate with Red Swizzle"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter A"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter C"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter F"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter L"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter O"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter S"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 2"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 0"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 4"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryClass of 2025 Dessert Platter & Flowers Gift SetTwo Sizes Starting At$99.99,https://www.ediblearrangements.com/fruit-gifts/class-of-2025-dessert-platter-flowers-gift-set?ArrangementGroupID=667,9142,Class of 2025 Dessert Platter & Flowers Gift Set,"Send your grad off into the world with the essentials: flowers and fruit (of course). This gift set includes a platter of assorted and hand-crafted strawberries and blueberries, and a fresh floral bouquet. Congratulations class of 2025! Available with or without a vase.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9142_6979_Class_of_2025_Dessert_Platter_and_Flowers_Gift_Set_vase_MAY.webp,99.99,Single with Clear Vase,114.98,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9142_6979_Class_of_2025_Dessert_Platter_and_Flowers_Gift_Set_vase_MAY.webp,"Send your grad off into the world with the essentials: flowers and fruit (of course). This gift set includes a platter of assorted and hand-crafted strawberries and blueberries, and a fresh floral bouquet. Congratulations class of 2025! Available with or without a vase. This is the 'Single with Clear Vase' option.","[{""item_ingredients"":""Strawberries Dipped in Semisweet Chocolate with Red Swizzle""},{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter C""},{""item_ingredients"":""White Chocolate Molded Letter F""},{""item_ingredients"":""White Chocolate Molded Letter L""},{""item_ingredients"":""White Chocolate Molded Letter O""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Number 2""},{""item_ingredients"":""White Chocolate Molded Number 0""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""White Chocolate Molded Number 4""}]","[{""name"": ""Strawberries Dipped in Semisweet Chocolate with Red Swizzle"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter A"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter C"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter F"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter L"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter O"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter S"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 2"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 0"", ""is_allergen_guess"": false}, {""name"": ""Blueberries"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 4"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryClass of 2025 Dessert Platter & Flowers Gift SetTwo Sizes Starting At$99.99,https://www.ediblearrangements.com/fruit-gifts/class-of-2025-dessert-platter-flowers-gift-set?ArrangementGroupID=667,9142,Class of 2025 Dessert Platter & Flowers Gift Set,"Send your grad off into the world with the essentials: flowers and fruit (of course). This gift set includes a platter of assorted and hand-crafted strawberries and blueberries, and a fresh floral bouquet. Congratulations class of 2025! Available with or without a vase.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9142_6979_Class_of_2025_Dessert_Platter_and_Flowers_Gift_Set_vase_MAY.webp,99.99,Single Bouquet,99.99,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9142_6979_Class_of_2025_Dessert_Platter_and_Flowers_Gift_Set_angled_MAY.webp,"Send your grad off into the world with the essentials: flowers and fruit (of course). This gift set includes a platter of assorted and hand-crafted strawberries and blueberries, and a fresh floral bouquet. Congratulations class of 2025! Available with or without a vase. This is the 'Single Bouquet' option.","[{""item_ingredients"":""Strawberries Dipped in Semisweet Chocolate with Red Swizzle""},{""item_ingredients"":""White Chocolate Molded Letter A""},{""item_ingredients"":""White Chocolate Molded Letter C""},{""item_ingredients"":""White Chocolate Molded Letter F""},{""item_ingredients"":""White Chocolate Molded Letter L""},{""item_ingredients"":""White Chocolate Molded Letter O""},{""item_ingredients"":""White Chocolate Molded Letter S""},{""item_ingredients"":""White Chocolate Molded Number 2""},{""item_ingredients"":""White Chocolate Molded Number 0""},{""item_ingredients"":""Blueberries""},{""item_ingredients"":""White Chocolate Molded Number 4""}]","[{""name"": ""Strawberries Dipped in Semisweet Chocolate with Red Swizzle"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter A"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter C"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter F"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter L"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter O"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Letter S"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 2"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 0"", ""is_allergen_guess"": false}, {""name"": ""Blueberries"", ""is_allergen_guess"": false}, {""name"": ""White Chocolate Molded Number 4"", ""is_allergen_guess"": false}]"
,https://www.ediblearrangements.com/new-for-the-season,Available for 1-Hour DeliveryGraduation Delicious Celebration Gift SetThree Sizes Starting At$148.97,https://www.ediblearrangements.com/fruit-gifts/graduation-delicious-celebration-gift-set?ArrangementGroupID=667,7055,Graduation Delicious Celebration Gift Set,"Cap? Check. Gown? Check. Go-out-and-conquer-the-world attitude? We'll let you decide. But your grad will have no problem conquering this bundle of sweet treats. It's the perfect post-ceremony surprise or a star guest at the party with its bright, pineapple-and-strawberry burst of congratulations. Available in three sizes.",https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/7055_5781_Graduation_Delicious_Celebration_Gift_Set_lg.webp,148.97,Large,180.97,https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/7055_5781_Graduation_Delicious_Celebration_Gift_Set_lg.webp,"Cap? Check. Gown? Check. Go-out-and-conquer-the-world attitude? We'll let you decide. But your grad will have no problem conquering this bundle of sweet treats. It's the perfect post-ceremony surprise or a star guest at the party with its bright, pineapple-and-strawberry burst of congratulations. Available in three sizes. This is the 'Large' option.","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Cantaloupe Balls""},{""item_ingredients"":""Pineapple Number 2""},{""item_ingredients"":""Pineapple Zero""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Apple Wedges""},{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Stars""},{""item_ingredients"":""Pineapple Number 5""}]","[{""name"": ""Honeydew Wedges"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Wedges"", ""is_allergen_guess"": false}, {""name"": ""Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Cantaloupe Balls"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 2"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Zero"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Strawberries"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Apple Wedges"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Pineapple Daisies"", ""is_allergen_guess"": false}, {""name"": ""Semisweet Chocolate Dipped Pineapple Stars"", ""is_allergen_guess"": false}, {""name"": ""Pineapple Number 5"", ""is_allergen_guess"": false}]"
